query,labels,example_type,augmented
become prominent investors in e / n startups.,INVESTOR_QUERY,single,True
list corporate investors behind sm / vr startups.,INVESTOR_QUERY,single,True
save me your investment history for first.,INVESTMENT_DETAILS_QUERY,single,True
give wikipedia some investment history for 2011.,INVESTMENT_DETAILS_QUERY,single,True
give me some credit history at apple.,INVESTMENT_DETAILS_QUERY,single,True
show me my new investments made of google.,INVESTMENT_DETAILS_QUERY,single,True
show me further early investments made by james.,INVESTMENT_DETAILS_QUERY,single,True
bring me the past investments made before mark.,INVESTMENT_DETAILS_QUERY,single,True
give her investment details for us.,INVESTMENT_DETAILS_QUERY,single,True
retrieve the public funds of microsoft.,INVESTMENT_DETAILS_QUERY,single,True
provide historical investment details for use.,INVESTMENT_DETAILS_QUERY,single,True
how message has amazon received?,INVESTMENT_DETAILS_QUERY,single,True
other investments do amazon received?,INVESTMENT_DETAILS_QUERY,single,True
what investments has paris betrayed?,INVESTMENT_DETAILS_QUERY,single,True
gather the necessary resources for tesla.,INVESTMENT_DETAILS_QUERY,single,True
submit the investment details to tesla.,INVESTMENT_DETAILS_QUERY,single,True
provide his entire history at tesla.,INVESTMENT_DETAILS_QUERY,single,True
display facebook ' for past user returns.,INVESTMENT_DETAILS_QUERY,single,True
display viewers ' and past user details.,INVESTMENT_DETAILS_QUERY,single,True
check josh ' s past profile details.,INVESTMENT_DETAILS_QUERY,single,True
email me the official timeline for tonight.,INVESTMENT_DETAILS_QUERY,single,True
show me more film timeline to netflix.,INVESTMENT_DETAILS_QUERY,single,True
gives me the investment results for 2016.,INVESTMENT_DETAILS_QUERY,single,True
give back the following details from uber.,INVESTMENT_DETAILS_QUERY,single,True
give over the investment details to sure.,INVESTMENT_DETAILS_QUERY,single,True
send me the ad card for uber.,INVESTMENT_DETAILS_QUERY,single,True
whose investments say you secured?,INVESTMENT_DETAILS_QUERY,single,True
whom effect has airbnb had?,INVESTMENT_DETAILS_QUERY,single,True
what investments exactly kate had?,INVESTMENT_DETAILS_QUERY,single,True
retrieve extended family history from linkedin.,INVESTMENT_DETAILS_QUERY,single,True
and the investment listed in linkedin.,INVESTMENT_DETAILS_QUERY,single,True
retrieve the investment money in rs.,INVESTMENT_DETAILS_QUERY,single,True
call me adobe ' s law firm.,INVESTMENT_DETAILS_QUERY,single,True
and me brian ' s investment firm.,INVESTMENT_DETAILS_QUERY,single,True
show on adobe ' s email list.,INVESTMENT_DETAILS_QUERY,single,True
follow the investment information for price.,INVESTMENT_DETAILS_QUERY,single,True
send the investment information for them.,INVESTMENT_DETAILS_QUERY,single,True
provide the same history in example.,INVESTMENT_DETAILS_QUERY,single,True
what are ibm ' for biggest fears?,INVESTMENT_DETAILS_QUERY,single,True
what in ya ' many past investments?,INVESTMENT_DETAILS_QUERY,single,True
what are ibm ' players whole lives?,INVESTMENT_DETAILS_QUERY,single,True
expanded oracle ' s database portfolio.,INVESTMENT_DETAILS_QUERY,single,True
then he ' m investment details.,INVESTMENT_DETAILS_QUERY,single,True
retrieve back ' the investment committee.,INVESTMENT_DETAILS_QUERY,single,True
show me david ' s armored car.,INVESTMENT_DETAILS_QUERY,single,True
show me your ' stock investment stock.,INVESTMENT_DETAILS_QUERY,single,True
get me michael ' s investment bag.,INVESTMENT_DETAILS_QUERY,single,True
send me some investment details for yourself.,INVESTMENT_DETAILS_QUERY,single,True
provide me the interview details for dinner.,INVESTMENT_DETAILS_QUERY,single,True
tel me the technical details for now.,INVESTMENT_DETAILS_QUERY,single,True
the taylor ' s career timeline.,INVESTMENT_DETAILS_QUERY,single,True
provide this ' a current timeline.,INVESTMENT_DETAILS_QUERY,single,True
provide customers ' a investment portal.,INVESTMENT_DETAILS_QUERY,single,True
display didn ' t audio history.,INVESTMENT_DETAILS_QUERY,single,True
display a ' a organizational history.,INVESTMENT_DETAILS_QUERY,single,True
display in ' your investment network.,INVESTMENT_DETAILS_QUERY,single,True
more damage has hp received?,INVESTMENT_DETAILS_QUERY,single,True
what investments has noah taken?,INVESTMENT_DETAILS_QUERY,single,True
what investments her hp filed?,INVESTMENT_DETAILS_QUERY,single,True
show her dell ' n private details.,INVESTMENT_DETAILS_QUERY,single,True
called mr dell ' his investment details.,INVESTMENT_DETAILS_QUERY,single,True
send me dell ' s case files.,INVESTMENT_DETAILS_QUERY,single,True
banks group ' s investment guide.,INVESTMENT_DETAILS_QUERY,single,True
in israel ' s digital history.,INVESTMENT_DETAILS_QUERY,single,True
now ebay ' s virtual capital.,INVESTMENT_DETAILS_QUERY,single,True
slip me the investment card via twitter.,INVESTMENT_DETAILS_QUERY,single,True
giving me the investment potential for everything.,INVESTMENT_DETAILS_QUERY,single,True
give me this search number for twitter.,INVESTMENT_DETAILS_QUERY,single,True
show at snapchat ' more personal details.,INVESTMENT_DETAILS_QUERY,single,True
show me i ' ve investment card.,INVESTMENT_DETAILS_QUERY,single,True
show me snapchat ' ll interactive website.,INVESTMENT_DETAILS_QUERY,single,True
provide countries ' world television history.,INVESTMENT_DETAILS_QUERY,single,True
don s ' his investment history.,INVESTMENT_DETAILS_QUERY,single,True
old pinterest ' an oral history.,INVESTMENT_DETAILS_QUERY,single,True
what if logan square received?,INVESTMENT_DETAILS_QUERY,single,True
a comment has square received?,INVESTMENT_DETAILS_QUERY,single,True
what investments into square years?,INVESTMENT_DETAILS_QUERY,single,True
retrieve both ' open technical details.,INVESTMENT_DETAILS_QUERY,single,True
representing canada ' s investment team.,INVESTMENT_DETAILS_QUERY,single,True
directed shopify ' s marketing team.,INVESTMENT_DETAILS_QUERY,single,True
show me slack ' m other plans.,INVESTMENT_DETAILS_QUERY,single,True
show me slack ' an hidden properties.,INVESTMENT_DETAILS_QUERY,single,True
for me it ' un investment timeline.,INVESTMENT_DETAILS_QUERY,single,True
lend me the ad manager for zoom.,INVESTMENT_DETAILS_QUERY,single,True
give me an english history with zoom.,INVESTMENT_DETAILS_QUERY,single,True
tell me the investment money to zoom.,INVESTMENT_DETAILS_QUERY,single,True
which are your ' company investment details?,INVESTMENT_DETAILS_QUERY,single,True
what about atlassian ' own investment portfolio?,INVESTMENT_DETAILS_QUERY,single,True
what of tomorrow ' s investment products?,INVESTMENT_DETAILS_QUERY,single,True
investor groups ' official investment timeline.,INVESTMENT_DETAILS_QUERY,single,True
following dropbox ' s practical advice.,INVESTMENT_DETAILS_QUERY,single,True
in dropbox ' worth investment analysis.,INVESTMENT_DETAILS_QUERY,single,True
show me the bottom section of it.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show me the boeing company blue sky.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
social network the parent company is youtube.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
and is your subsidiary relationship within alphabet?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
what if the subsidiary cheese on alphabet?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
what about the spiritual relationship with alphabet?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
with details on the organizational structures of industries.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
retrieve details in specific organizational hierarchy of industry.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
retrieve by describing the organizational hierarchy of museums.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
give me a cross - subsidiary structure on microsoft.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
grant me the sub - subsidiary structure of business.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
tell me the parent - teacher structure of communication.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
display visual association between facebook and its host.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
compare the links between facebook and digital subsidiaries.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
display the relationship between the v its readers.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
list the leading companies for each except the secondary sector.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
association of parent companies for achievements in high tech sector.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
as the preferred companies for companies entering the healthcare sector.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
or in the subsidiaries of ibm?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
what against the laws of america?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
what has business subsidiaries for alphabet?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show me the corporate relationships for a tata group.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show off the corporate strategy across the apple group.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
gives me very corporate history within the apple group.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
and details showing the organizational structures of google.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
full details on chapter organizational structure through google.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
provide input on the content structure for google.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
linking the online company with instagram.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
retrieve the bomb company produced p.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
used the insurance company called instagram.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
give you the extra - subsidiary number for amazon.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
is the the parent - subsidiary relationships of amazon.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
give out the parent - child relationships with amazon.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
jealous of our corporate hierarchy for oracle?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
talking about our corporate hierarchy for oracle?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
when is your corporate hierarchy for us?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show both the two relationships inside cisco.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
comments about the organizational relationships for kids.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
teaching me the organizational relationships with everyone.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
list current subsidiaries of usa.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
list the firms in ibm.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
list for subsidiaries via ibm.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
provide commentaries on cherry - welch ' s product structure.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
provide details onto hewlett - paul ' d organizational architecture.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
provide details on wiley - roberts ' s online strategy.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
for the guard company of mt.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
retrieve the image files are linkedin.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
retrieve its parent company railway no.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
then is the message structure from sony?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
... for the subsidiary structure inside sony?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
they owns the internal structure of sony?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
and the close relationships within the samsung brand.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
on the corporate records within samsung samsung group.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
display the corporate interests within this samsung society.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show forms the parent organization for yours.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show me our parent paper and whatsapp.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
works under their parent organization of whatsapp.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
spare me details concerning the organizational hierarchy around dell.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
lecture me more on the organizational planning for dell.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
give me space on the social hierarchy for myself.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
list some companies under intel.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
some with subsidiaries under intel.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
list the subsidiaries at charge.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
how is the teen - adult relationship for adobe?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
what is its parent - subsidiary position against adobe?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
what does the parent - subsidiary seeing for itself?,ORGANIZATION_RELATIONSHIP_QUERY,single,True
they revealed the internal structure for salesforce.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
