query,labels,example_type
Show me a market analysis of the e-commerce industry.,MARKET_ANALYSIS_QUERY,single
What are the key market trends in digital media?,MARKET_ANALYSIS_QUERY,single
Give me an analysis of the SaaS market.,MARKET_ANALYSIS_QUERY,single
Provide a market overview of the cybersecurity sector.,MARKET_ANALYSIS_QUERY,single
Show me current trends in renewable energy startups.,MARKET_ANALYSIS_QUERY,single
What is the market analysis for the blockchain industry?,MARKET_ANALYSIS_QUERY,single
Give me insights into the cloud services market.,MARKET_ANALYSIS_QUERY,single
Provide a competitive analysis of the online retail market.,MARKET_ANALYSIS_QUERY,single
Show me a market overview of the IoT sector.,MARKET_ANALYSIS_QUERY,single
What are the key trends in the mobile app industry?,MARKET_ANALYSIS_QUERY,single
Give me an analysis of the edtech market.,MARKET_ANALYSIS_QUERY,single
Provide market insights into the VR/AR industry.,MARKET_ANALYSIS_QUERY,single
Show me the current state of the gaming market.,MARKET_ANALYSIS_QUERY,single
What is the market analysis for the digital health sector?,MARKET_ANALYSIS_QUERY,single
Give me a market overview of the startup ecosystem.,MARKET_ANALYSIS_QUERY,single
Provide insights into the logistics tech market.,MARKET_ANALYSIS_QUERY,single
Show me a market analysis of the enterprise software sector.,MARKET_ANALYSIS_QUERY,single
What are the trends in the social media market?,MARKET_ANALYSIS_QUERY,single
Give me an analysis of the automotive tech industry.,MARKET_ANALYSIS_QUERY,single
Provide a market overview of the travel tech sector.,MARKET_ANALYSIS_QUERY,single
Show me the competitive landscape of the adtech industry.,MARKET_ANALYSIS_QUERY,single
What is the market analysis for the influencer marketing sector?,MARKET_ANALYSIS_QUERY,single
Give me insights into the fashion tech market.,MARKET_ANALYSIS_QUERY,single
Provide a market overview of the digital payments space.,MARKET_ANALYSIS_QUERY,single
Show me current trends in the sports tech market.,MARKET_ANALYSIS_QUERY,single
Show me the latest TechCrunch articles on startups.,TECH_NEWS_QUERY,single
Retrieve recent tech news on emerging startups.,TECH_NEWS_QUERY,single
What are the latest tech headlines in the startup world?,TECH_NEWS_QUERY,single
Give me current TechCrunch news on tech innovations.,TECH_NEWS_QUERY,single
Display the latest startup news from TechCrunch.,TECH_NEWS_QUERY,single
Show me tech news related to venture capital.,TECH_NEWS_QUERY,single
Retrieve recent articles on startup trends from TechCrunch.,TECH_NEWS_QUERY,single
What are the new tech developments in the startup ecosystem?,TECH_NEWS_QUERY,single
Give me the latest tech updates on emerging companies.,TECH_NEWS_QUERY,single
Display recent tech news about startup funding.,TECH_NEWS_QUERY,single
Show me current tech headlines on innovative startups.,TECH_NEWS_QUERY,single
Retrieve the latest news on startup technology trends.,TECH_NEWS_QUERY,single
What are the top TechCrunch articles today?,TECH_NEWS_QUERY,single
Give me recent tech news on startup acquisitions.,TECH_NEWS_QUERY,single
Show me current TechCrunch articles on tech breakthroughs.,TECH_NEWS_QUERY,single
Retrieve the latest startup news and tech updates.,TECH_NEWS_QUERY,single
What are the recent tech headlines on disruptive startups?,TECH_NEWS_QUERY,single
Display current tech news on startup innovations.,TECH_NEWS_QUERY,single
Show me the latest tech news on emerging tech companies.,TECH_NEWS_QUERY,single
Retrieve the latest articles on tech trends in startups.,TECH_NEWS_QUERY,single
What are the current startup tech updates from TechCrunch?,TECH_NEWS_QUERY,single
Give me recent news on tech startups and innovations.,TECH_NEWS_QUERY,single
Show me the latest tech articles focusing on startups.,TECH_NEWS_QUERY,single
Retrieve current tech news on startup investments.,TECH_NEWS_QUERY,single
What are the latest tech headlines regarding startups?,TECH_NEWS_QUERY,single
Display recent TechCrunch articles on startup culture.,TECH_NEWS_QUERY,single
Show me the newest tech news on emerging startups.,TECH_NEWS_QUERY,single
Retrieve the latest updates on tech startups.,TECH_NEWS_QUERY,single
What are the top headlines in tech news for startups?,TECH_NEWS_QUERY,single
Give me current tech news on startup developments.,TECH_NEWS_QUERY,single
Show me the latest funding news in the startup world.,FUNDING_NEWS_QUERY,single
Retrieve recent articles about startup funding.,FUNDING_NEWS_QUERY,single
What are the current funding news headlines?,FUNDING_NEWS_QUERY,single
Give me the latest news on startup investments.,FUNDING_NEWS_QUERY,single
Display recent funding news for tech startups.,FUNDING_NEWS_QUERY,single
Show me funding news related to venture capital.,FUNDING_NEWS_QUERY,single
Retrieve the latest articles on startup funding events.,FUNDING_NEWS_QUERY,single
What are the new funding developments in startups?,FUNDING_NEWS_QUERY,single
Give me the latest news on startup funding rounds.,FUNDING_NEWS_QUERY,single
Display recent news about venture funding in startups.,FUNDING_NEWS_QUERY,single
Show me current headlines on startup funding.,FUNDING_NEWS_QUERY,single
Retrieve the latest updates on startup investment news.,FUNDING_NEWS_QUERY,single
What are the latest funding trends in the startup ecosystem?,FUNDING_NEWS_QUERY,single
Give me recent articles on startup capital raises.,FUNDING_NEWS_QUERY,single
Display funding news on innovative tech startups.,FUNDING_NEWS_QUERY,single
Show me current news on startup funding announcements.,FUNDING_NEWS_QUERY,single
Retrieve the latest venture capital funding news.,FUNDING_NEWS_QUERY,single
What are the top headlines in startup funding?,FUNDING_NEWS_QUERY,single
Give me recent news on startup funding activities.,FUNDING_NEWS_QUERY,single
Display the latest funding news for emerging startups.,FUNDING_NEWS_QUERY,single
Show me current updates on startup financing news.,FUNDING_NEWS_QUERY,single
Retrieve the latest news on venture funding for startups.,FUNDING_NEWS_QUERY,single
What are the newest articles on startup funding?,FUNDING_NEWS_QUERY,single
Give me the latest headlines on startup capital investment.,FUNDING_NEWS_QUERY,single
Display recent news on startup funding trends.,FUNDING_NEWS_QUERY,single
Show me current news about startup seed funding.,FUNDING_NEWS_QUERY,single
Retrieve the latest updates on series A funding in startups.,FUNDING_NEWS_QUERY,single
What are the recent headlines on startup funding rounds?,FUNDING_NEWS_QUERY,single
Give me the latest articles on startup funding successes.,FUNDING_NEWS_QUERY,single
Display current funding news in the startup ecosystem.,FUNDING_NEWS_QUERY,single
Show me upcoming industry events for startups.,EVENT_QUERY,single
List the next tech conferences for startups.,EVENT_QUERY,single
What industry events are happening this month for startups?,EVENT_QUERY,single
Retrieve details on upcoming startup meetups.,EVENT_QUERY,single
Display upcoming conferences in the tech sector.,EVENT_QUERY,single
Show me the latest industry events for tech startups.,EVENT_QUERY,single
What are the next major events in the startup ecosystem?,EVENT_QUERY,single
List upcoming tech events and conferences.,EVENT_QUERY,single
Retrieve details on upcoming startup networking events.,EVENT_QUERY,single
Display upcoming industry meetups for startups.,EVENT_QUERY,single
Show me the schedule for upcoming startup events.,EVENT_QUERY,single
What industry events are on the calendar for tech startups?,EVENT_QUERY,single
List upcoming conferences and events for startups.,EVENT_QUERY,single
Retrieve the latest details on startup expos and events.,EVENT_QUERY,single
Display upcoming events for emerging tech companies.,EVENT_QUERY,single
Show me upcoming startup summits.,EVENT_QUERY,single
What are the next industry events for venture capital?,EVENT_QUERY,single
List upcoming tech summits for startups.,EVENT_QUERY,single
Retrieve details on upcoming events in the startup world.,EVENT_QUERY,single
Display the schedule for upcoming industry conferences.,EVENT_QUERY,single
Show me upcoming startup networking meetups.,EVENT_QUERY,single
What events are scheduled for tech startups this quarter?,EVENT_QUERY,single
List upcoming technology conferences for startups.,EVENT_QUERY,single
Retrieve details on upcoming startup product launches.,EVENT_QUERY,single
Display the latest upcoming events for startups.,EVENT_QUERY,single
Show me upcoming industry events for emerging companies.,EVENT_QUERY,single
What are the next startup forums and expos?,EVENT_QUERY,single
List upcoming events for digital innovation in startups.,EVENT_QUERY,single
Retrieve the schedule for upcoming startup conferences.,EVENT_QUERY,single
Display upcoming networking events for tech startups.,EVENT_QUERY,single
Show me current market trends in the startup ecosystem.,MARKET_TRENDS_QUERY,single
What are the latest market trends in tech startups?,MARKET_TRENDS_QUERY,single
Retrieve trends in the venture capital market.,MARKET_TRENDS_QUERY,single
Provide an analysis of current market trends in the tech industry.,MARKET_TRENDS_QUERY,single
Display recent trends in startup funding.,MARKET_TRENDS_QUERY,single
What are the emerging market trends for startups?,MARKET_TRENDS_QUERY,single
Give me an overview of current market trends in digital media.,MARKET_TRENDS_QUERY,single
Show me market trends in the AI startup space.,MARKET_TRENDS_QUERY,single
Retrieve the latest trends in the fintech market.,MARKET_TRENDS_QUERY,single
Provide insights into current market trends in cloud computing.,MARKET_TRENDS_QUERY,single
What are the latest market trends in e-commerce startups?,MARKET_TRENDS_QUERY,single
Display current trends in the cybersecurity market.,MARKET_TRENDS_QUERY,single
Show me trends in the biotech startup ecosystem.,MARKET_TRENDS_QUERY,single
Retrieve insights on market trends for renewable energy startups.,MARKET_TRENDS_QUERY,single
Provide an overview of market trends in edtech.,MARKET_TRENDS_QUERY,single
What are the emerging trends in the IoT market?,MARKET_TRENDS_QUERY,single
Display current trends in the AR/VR startup space.,MARKET_TRENDS_QUERY,single
Show me market trends in the mobile app industry.,MARKET_TRENDS_QUERY,single
Retrieve the latest trends in the gaming industry.,MARKET_TRENDS_QUERY,single
Provide insights into market trends for blockchain startups.,MARKET_TRENDS_QUERY,single
What are the latest market trends in SaaS companies?,MARKET_TRENDS_QUERY,single
Display trends in the digital health startup ecosystem.,MARKET_TRENDS_QUERY,single
Show me current trends in the cloud services market.,MARKET_TRENDS_QUERY,single
Retrieve trends in the enterprise software market.,MARKET_TRENDS_QUERY,single
Provide an analysis of market trends in the social media sector.,MARKET_TRENDS_QUERY,single
What are the emerging trends in the startup investment landscape?,MARKET_TRENDS_QUERY,single
Display current trends in the online retail market.,MARKET_TRENDS_QUERY,single
Show me insights on market trends in digital payments.,MARKET_TRENDS_QUERY,single
Retrieve the latest trends in the startup ecosystem globally.,MARKET_TRENDS_QUERY,single
Provide an overview of market trends in the technology sector.,MARKET_TRENDS_QUERY,single
Show me Apple's company profile. What funding rounds has Apple completed?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY",pair
Get me the detailed company profile for Google. Show me the latest funding round for Google.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY",pair
I need the company profile for Microsoft. Get details on Microsoft's funding rounds.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY",pair
Show me Apple's company profile. What acquisitions has Apple made?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY",pair
Get me the detailed company profile for Google. Show me Apple's acquisition history.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY",pair
I need the company profile for Microsoft. List the companies acquired by Google.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY",pair
Show me Apple's company profile. Which companies have gone public recently?,"COMPANY_PROFILE_QUERY,IPO_QUERY",pair
Get me the detailed company profile for Google. Show me the IPO details for Apple.,"COMPANY_PROFILE_QUERY,IPO_QUERY",pair
I need the company profile for Microsoft. What are the IPO dates for Google?,"COMPANY_PROFILE_QUERY,IPO_QUERY",pair
Show me Apple's company profile. Show me profiles of top investors in the startup ecosystem.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY",pair
Get me the detailed company profile for Google. Who are the leading investors in tech startups?,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY",pair
I need the company profile for Microsoft. Retrieve details about venture capital firms investing in AI.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY",pair
Show me Apple's company profile. Give me the investment history for Apple.,"COMPANY_PROFILE_QUERY,INVESTMENT_DETAILS_QUERY",pair
Get me the detailed company profile for Google. Show me the past investments made by Google.,"COMPANY_PROFILE_QUERY,INVESTMENT_DETAILS_QUERY",pair
I need the company profile for Microsoft. Retrieve the investment details for Microsoft.,"COMPANY_PROFILE_QUERY,INVESTMENT_DETAILS_QUERY",pair
Show me Apple's company profile. Show me the parent company of YouTube.,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",pair
Get me the detailed company profile for Google. What is the subsidiary relationship of Alphabet?,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",pair
I need the company profile for Microsoft. Retrieve details on the organizational hierarchy of Samsung.,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",pair
Show me Apple's company profile. Who are the co-investors in Apple's latest funding round?,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY",pair
Get me the detailed company profile for Google. List the investment partners for Google in its recent round.,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY",pair
I need the company profile for Microsoft. Show me the co-investors for Microsoft's latest funding round.,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY",pair
Show me Apple's company profile. Show me details on Sequoia Capital's funds.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY",pair
Get me the detailed company profile for Google. Retrieve information on Andreessen Horowitz's funds.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY",pair
I need the company profile for Microsoft. Give me the fund details for SoftBank.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY",pair
Show me Apple's company profile. Show me current job openings at Apple.,"COMPANY_PROFILE_QUERY,JOBS_QUERY",pair
Get me the detailed company profile for Google. List the latest job openings for Google.,"COMPANY_PROFILE_QUERY,JOBS_QUERY",pair
I need the company profile for Microsoft. Retrieve recent job postings at Microsoft.,"COMPANY_PROFILE_QUERY,JOBS_QUERY",pair
Show me Apple's company profile. Show me the profile of Elon Musk.,"COMPANY_PROFILE_QUERY,PEOPLE_PROFILE_QUERY",pair
